age_from,age_to,year,sex,pop_size,prev ,prev_prop
79      ,79    ,2018,F,9672    ,435  ,0.044975186
80      ,80    ,2018,F,8371    ,1456 ,0.173933819
0       ,0     ,2019,F,332957  ,812  ,0.002438753
1       ,1     ,2019,F,320065  ,1009 ,0.003152485
2       ,2     ,2019,F,309280  ,1205 ,0.003896146
3       ,3     ,2019,F,300341  ,1471 ,0.004897766
4       ,4     ,2019,F,289397  ,1837 ,0.006347682
5       ,5     ,2019,F,285781  ,2353 ,0.008233577
6       ,6     ,2019,F,282602  ,2729 ,0.00965669
7       ,7     ,2019,F,279650  ,2983 ,0.010666905
8       ,8     ,2019,F,276711  ,3282 ,0.01186075
9       ,9     ,2019,F,274021  ,3954 ,0.014429551
10      ,10    ,2019,F,271813  ,4132 ,0.015201628
11      ,11    ,2019,F,267650  ,4091 ,0.015284887
12      ,12    ,2019,F,260431  ,4197 ,0.016115593
13      ,13    ,2019,F,251280  ,4132 ,0.016443808
14      ,14    ,2019,F,242375  ,4124 ,0.017014956
15      ,15    ,2019,F,233225  ,4425 ,0.018973095
16      ,16    ,2019,F,225021  ,4932 ,0.021917954
17      ,17    ,2019,F,218556  ,5641 ,0.025810319
18      ,18    ,2019,F,213225  ,6418 ,0.03009966
19      ,19    ,2019,F,207613  ,7242 ,0.034882209
20      ,20    ,2019,F,201990  ,8071 ,0.039957424
21      ,21    ,2019,F,196410  ,8924 ,0.045435568
22      ,22    ,2019,F,190756  ,9780 ,0.051269685
23      ,23    ,2019,F,185088  ,10602,0.057280861
24      ,24    ,2019,F,179518  ,11429,0.063664925
25      ,25    ,2019,F,173941  ,12306,0.070748127
26      ,26    ,2019,F,168597  ,13186,0.07821017
27      ,27    ,2019,F,163587  ,14085,0.086100974
28      ,28    ,2019,F,158731  ,15333,0.096597388
29      ,29    ,2019,F,153885  ,16137,0.104864022
30      ,30    ,2019,F,149249  ,16707,0.111940449
31      ,31    ,2019,F,143763  ,16727,0.116351217
32      ,32    ,2019,F,136940  ,16644,0.121542281
33      ,33    ,2019,F,129340  ,16411,0.126882635
34      ,34    ,2019,F,121944  ,16264,0.133372696
35      ,35    ,2019,F,114471  ,16490,0.144053953
36      ,36    ,2019,F,107914  ,16960,0.157162185
37      ,37    ,2019,F,102837  ,17405,0.169248422
38      ,38    ,2019,F,98748   ,17745,0.179699842
39      ,39    ,2019,F,94620   ,17935,0.189547664
40      ,40    ,2019,F,90697   ,17919,0.197569931
41      ,41    ,2019,F,86608   ,17675,0.204080454
42      ,42    ,2019,F,82077   ,17270,0.210412174
43      ,43    ,2019,F,77344   ,16722,0.216202938
44      ,44    ,2019,F,72911   ,16059,0.220254831
45      ,45    ,2019,F,68663   ,15387,0.22409449
46      ,46    ,2019,F,64749   ,14630,0.225949436
47      ,47    ,2019,F,61287   ,13806,0.225268001
48      ,48    ,2019,F,58180   ,12945,0.222499141
49      ,49    ,2019,F,55199   ,11151,0.202014529
50      ,50    ,2019,F,52374   ,10581,0.202027724
51      ,51    ,2019,F,49750   ,10014,0.201286432
52      ,52    ,2019,F,47320   ,9459 ,0.199894336
53      ,53    ,2019,F,45067   ,8910 ,0.197705638
54      ,54    ,2019,F,42964   ,7780 ,0.181081836
55      ,55    ,2019,F,40997   ,6989 ,0.170475888
56      ,56    ,2019,F,39173   ,6291 ,0.160595308
57      ,57    ,2019,F,37484   ,5684 ,0.151638032
58      ,58    ,2019,F,35909   ,5154 ,0.143529477
59      ,59    ,2019,F,34451   ,4680 ,0.135845113
60      ,60    ,2019,F,33136   ,4242 ,0.128017866
61      ,61    ,2019,F,31767   ,3821 ,0.120282054
62      ,62    ,2019,F,30252   ,3414 ,0.112852043
63      ,63    ,2019,F,28687   ,3036 ,0.10583191
64      ,64    ,2019,F,27194   ,2689 ,0.098882106
65      ,65    ,2019,F,25672   ,2391 ,0.093136491
66      ,66    ,2019,F,24526   ,2152 ,0.087743619
67      ,67    ,2019,F,23946   ,1975 ,0.08247724
68      ,68    ,2019,F,23700   ,1839 ,0.077594937
69      ,69    ,2019,F,23405   ,1726 ,0.073744926
70      ,70    ,2019,F,23180   ,1614 ,0.069628991
71      ,71    ,2019,F,22547   ,1486 ,0.065906773
72      ,72    ,2019,F,21240   ,1335 ,0.062853107
73      ,73    ,2019,F,19497   ,1174 ,0.060214392
74      ,74    ,2019,F,17835   ,1022 ,0.057303056
75      ,75    ,2019,F,16169   ,886  ,0.054796215
76      ,76    ,2019,F,14547   ,765  ,0.052588163
77      ,77    ,2019,F,13051   ,660  ,0.050570837
78      ,78    ,2019,F,11651   ,567  ,0.048665351
79      ,79    ,2019,F,10239   ,481  ,0.046977244
80      ,80    ,2019,F,8840    ,1625 ,0.183823529
0       ,0     ,2020,F,343611  ,766  ,0.002229265
1       ,1     ,2020,F,328352  ,893  ,0.002719642
2       ,2     ,2020,F,315751  ,1024 ,0.003243062
3       ,3     ,2020,F,305488  ,1180 ,0.003862672
4       ,4     ,2020,F,297246  ,1442 ,0.004851201
5       ,5     ,2020,F,290704  ,1815 ,0.006243464
6       ,6     ,2020,F,285544  ,2323 ,0.008135349
7       ,7     ,2020,F,281446  ,2695 ,0.009575549
8       ,8     ,2020,F,278092  ,2943 ,0.010582829
9       ,9     ,2020,F,275162  ,3229 ,0.011734905
10      ,10    ,2020,F,272894  ,3890 ,0.014254619
11      ,11    ,2020,F,271525  ,4061 ,0.014956266
12      ,12    ,2020,F,267954  ,4004 ,0.014942863
13      ,13    ,2020,F,260749  ,4097 ,0.015712428
14      ,14    ,2020,F,251259  ,4031 ,0.016043206
15      ,15    ,2020,F,242222  ,4400 ,0.018165154
16      ,16    ,2020,F,233035  ,4939 ,0.021194241
17      ,17    ,2020,F,224795  ,5575 ,0.024800374
18      ,18    ,2020,F,218308  ,6337 ,0.029027796
19      ,19    ,2020,F,212959  ,7113 ,0.033400795
20      ,20    ,2020,F,207322  ,7923 ,0.038215915
21      ,21    ,2020,F,201668  ,8738 ,0.043328639
22      ,22    ,2020,F,196060  ,9563 ,0.048775885
23      ,23    ,2020,F,190380  ,10381,0.054527787
24      ,24    ,2020,F,184689  ,11157,0.060409662
25      ,25    ,2020,F,179094  ,11981,0.06689783
26      ,26    ,2020,F,173493  ,12800,0.073778193
27      ,27    ,2020,F,168126  ,13628,0.081058254
28      ,28    ,2020,F,163096  ,14478,0.088769804
29      ,29    ,2020,F,158221  ,15688,0.099152451
30      ,30    ,2020,F,153358  ,16441,0.107206667
31      ,31    ,2020,F,148705  ,16955,0.114017686
32      ,32    ,2020,F,143201  ,16916,0.118127667
33      ,33    ,2020,F,136360  ,16780,0.123056615
34      ,34    ,2020,F,128742  ,16499,0.128155536
35      ,35    ,2020,F,121329  ,16317,0.134485572
36      ,36    ,2020,F,113844  ,16505,0.144979094
37      ,37    ,2020,F,107271  ,16942,0.157936441
38      ,38    ,2020,F,102175  ,17359,0.169894788
39      ,39    ,2020,F,98066   ,17674,0.180225562
40      ,40    ,2020,F,93920   ,17842,0.189970187
41      ,41    ,2020,F,89980   ,17807,0.197899533
42      ,42    ,2020,F,85889   ,17549,0.204321857
43      ,43    ,2020,F,81380   ,17134,0.210543131
44      ,44    ,2020,F,76683   ,16580,0.216214806
