Variant,Period,Sex,Age_Grp,death_rate
WPP_Medium,2045-2049,F,5-9,0.00026461498
WPP_Medium,2045-2049,F,10-14,0.00022501115
WPP_Medium,2045-2049,F,15-19,0.00038116183
WPP_Medium,2045-2049,F,20-24,0.0006435272
WPP_Medium,2045-2049,F,25-29,0.00096037406
WPP_Medium,2045-2049,F,30-34,0.0012872584
WPP_Medium,2045-2049,F,35-39,0.0018020388
WPP_Medium,2045-2049,F,40-44,0.0025276135
WPP_Medium,2045-2049,F,45-49,0.0034045674
WPP_Medium,2045-2049,F,50-54,0.0050046237
WPP_Medium,2045-2049,F,55-59,0.0070031472
WPP_Medium,2045-2049,F,60-64,0.010946952
WPP_Medium,2045-2049,F,65-69,0.018197507
WPP_Medium,2045-2049,F,70-74,0.031039834
WPP_Medium,2045-2049,F,75-79,0.053422527
WPP_Medium,2045-2049,F,80-84,0.096319524
WPP_Medium,2045-2049,F,85-89,0.17242396
WPP_Medium,2045-2049,F,90-94,0.30165914
WPP_Medium,2045-2049,F,95-99,0.45613967
WPP_Medium,2050-2054,F,0-0,0.0073750198
WPP_Medium,2050-2054,F,1-4,0.00066729107
WPP_Medium,2050-2054,F,5-9,0.00023702247
WPP_Medium,2050-2054,F,10-14,0.00020428005
WPP_Medium,2050-2054,F,15-19,0.0003489368
WPP_Medium,2050-2054,F,20-24,0.000588988
WPP_Medium,2050-2054,F,25-29,0.00087593341
WPP_Medium,2050-2054,F,30-34,0.0011708212
WPP_Medium,2050-2054,F,35-39,0.0016348767
WPP_Medium,2050-2054,F,40-44,0.0023003742
WPP_Medium,2050-2054,F,45-49,0.0030988077
WPP_Medium,2050-2054,F,50-54,0.0045677267
WPP_Medium,2050-2054,F,55-59,0.0063888416
WPP_Medium,2050-2054,F,60-64,0.01001085
WPP_Medium,2050-2054,F,65-69,0.016695984
WPP_Medium,2050-2054,F,70-74,0.028587977
WPP_Medium,2050-2054,F,75-79,0.049461866
WPP_Medium,2050-2054,F,80-84,0.089694349
WPP_Medium,2050-2054,F,85-89,0.16158324
WPP_Medium,2050-2054,F,90-94,0.2845729
WPP_Medium,2050-2054,F,95-99,0.43465061
WPP_Medium,2055-2059,F,0-0,0.0067172046
WPP_Medium,2055-2059,F,1-4,0.00060238586
WPP_Medium,2055-2059,F,5-9,0.00021875766
WPP_Medium,2055-2059,F,10-14,0.00018989308
WPP_Medium,2055-2059,F,15-19,0.00032567093
WPP_Medium,2055-2059,F,20-24,0.00054852131
WPP_Medium,2055-2059,F,25-29,0.0008120041
WPP_Medium,2055-2059,F,30-34,0.0010808704
WPP_Medium,2055-2059,F,35-39,0.0015022937
WPP_Medium,2055-2059,F,40-44,0.0021147304
WPP_Medium,2055-2059,F,45-49,0.0028410688
WPP_Medium,2055-2059,F,50-54,0.0041888739
WPP_Medium,2055-2059,F,55-59,0.0058441624
WPP_Medium,2055-2059,F,60-64,0.0091664405
WPP_Medium,2055-2059,F,65-69,0.015328535
WPP_Medium,2055-2059,F,70-74,0.026341926
WPP_Medium,2055-2059,F,75-79,0.045817658
WPP_Medium,2055-2059,F,80-84,0.083575748
WPP_Medium,2055-2059,F,85-89,0.15153239
WPP_Medium,2055-2059,F,90-94,0.26866627
WPP_Medium,2055-2059,F,95-99,0.41454126
WPP_Medium,2060-2064,F,0-0,0.0062921008
WPP_Medium,2060-2064,F,1-4,0.00056081629
WPP_Medium,2060-2064,F,5-9,0.00020669861
WPP_Medium,2060-2064,F,10-14,0.00017943255
WPP_Medium,2060-2064,F,15-19,0.00030752245
WPP_Medium,2060-2064,F,20-24,0.0005155491
WPP_Medium,2060-2064,F,25-29,0.00075879629
WPP_Medium,2060-2064,F,30-34,0.0010051881
WPP_Medium,2060-2064,F,35-39,0.0013894112
WPP_Medium,2060-2064,F,40-44,0.0019543162
WPP_Medium,2060-2064,F,45-49,0.0026143736
WPP_Medium,2060-2064,F,50-54,0.0038496237
WPP_Medium,2060-2064,F,55-59,0.0053507182
WPP_Medium,2060-2064,F,60-64,0.0083918314
WPP_Medium,2060-2064,F,65-69,0.014066744
WPP_Medium,2060-2064,F,70-74,0.024261597
WPP_Medium,2060-2064,F,75-79,0.042428422
WPP_Medium,2060-2064,F,80-84,0.077860279
WPP_Medium,2060-2064,F,85-89,0.14209494
WPP_Medium,2060-2064,F,90-94,0.25364463
WPP_Medium,2060-2064,F,95-99,0.39537556
WPP_Medium,2065-2069,F,0-0,0.0059965821
WPP_Medium,2065-2069,F,1-4,0.00053179333
WPP_Medium,2065-2069,F,5-9,0.00019790921
WPP_Medium,2065-2069,F,10-14,0.00017099949
WPP_Medium,2065-2069,F,15-19,0.00029177883
WPP_Medium,2065-2069,F,20-24,0.00048576962
WPP_Medium,2065-2069,F,25-29,0.00070985319
WPP_Medium,2065-2069,F,30-34,0.00093530959
WPP_Medium,2065-2069,F,35-39,0.0012857878
WPP_Medium,2065-2069,F,40-44,0.0018080807
WPP_Medium,2065-2069,F,45-49,0.0024096248
WPP_Medium,2065-2069,F,50-54,0.0035448961
WPP_Medium,2065-2069,F,55-59,0.0049089348
WPP_Medium,2065-2069,F,60-64,0.0076974969
WPP_Medium,2065-2069,F,65-69,0.012933472
WPP_Medium,2065-2069,F,70-74,0.022384769
WPP_Medium,2065-2069,F,75-79,0.039348318
WPP_Medium,2065-2069,F,80-84,0.072617107
WPP_Medium,2065-2069,F,85-89,0.1333389
WPP_Medium,2065-2069,F,90-94,0.23952961
WPP_Medium,2065-2069,F,95-99,0.37708409
WPP_Medium,2070-2074,F,0-0,0.0058035487
WPP_Medium,2070-2074,F,1-4,0.00051259334
WPP_Medium,2070-2074,F,5-9,0.00019183265
WPP_Medium,2070-2074,F,10-14,0.00016445052
WPP_Medium,2070-2074,F,15-19,0.00027857404
WPP_Medium,2070-2074,F,20-24,0.00045961328
WPP_Medium,2070-2074,F,25-29,0.0006657942
WPP_Medium,2070-2074,F,30-34,0.00087189652
WPP_Medium,2070-2074,F,35-39,0.0011921694
WPP_Medium,2070-2074,F,40-44,0.0016773279
WPP_Medium,2070-2074,F,45-49,0.0022288788
WPP_Medium,2070-2074,F,50-54,0.0032786254
WPP_Medium,2070-2074,F,55-59,0.0045253883
WPP_Medium,2070-2074,F,60-64,0.0070958676
WPP_Medium,2070-2074,F,65-69,0.011951906
WPP_Medium,2070-2074,F,70-74,0.02075393
WPP_Medium,2070-2074,F,75-79,0.036652815
WPP_Medium,2070-2074,F,80-84,0.067978134
WPP_Medium,2070-2074,F,85-89,0.12547808
WPP_Medium,2070-2074,F,90-94,0.22663187
WPP_Medium,2070-2074,F,95-99,0.36003222
WPP_Medium,2075-2079,F,0-0,0.0056444125
WPP_Medium,2075-2079,F,1-4,0.00049402686
WPP_Medium,2075-2079,F,5-9,0.00018536371
WPP_Medium,2075-2079,F,10-14,0.0001578543
WPP_Medium,2075-2079,F,15-19,0.00026556684
WPP_Medium,2075-2079,F,20-24,0.00043402767
WPP_Medium,2075-2079,F,25-29,0.00062286471
WPP_Medium,2075-2079,F,30-34,0.00081038725
WPP_Medium,2075-2079,F,35-39,0.0011024616
WPP_Medium,2075-2079,F,40-44,0.0015534798
WPP_Medium,2075-2079,F,45-49,0.0020601332
WPP_Medium,2075-2079,F,50-54,0.0030321235
WPP_Medium,2075-2079,F,55-59,0.0041734376
WPP_Medium,2075-2079,F,60-64,0.0065448024
WPP_Medium,2075-2079,F,65-69,0.01105609
WPP_Medium,2075-2079,F,70-74,0.019268258
WPP_Medium,2075-2079,F,75-79,0.034193496
WPP_Medium,2075-2079,F,80-84,0.063721187
WPP_Medium,2075-2079,F,85-89,0.11819133
WPP_Medium,2075-2079,F,90-94,0.21450813
WPP_Medium,2075-2079,F,95-99,0.34371862
WPP_Medium,2080-2084,F,0-0,0.0055187748
WPP_Medium,2080-2084,F,1-4,0.00047936533
WPP_Medium,2080-2084,F,5-9,0.00017998269
WPP_Medium,2080-2084,F,10-14,0.00015206837
WPP_Medium,2080-2084,F,15-19,0.00025374323
WPP_Medium,2080-2084,F,20-24,0.00041035281
WPP_Medium,2080-2084,F,25-29,0.00058280068
WPP_Medium,2080-2084,F,30-34,0.00075286943
WPP_Medium,2080-2084,F,35-39,0.0010189565
WPP_Medium,2080-2084,F,40-44,0.0014388075
WPP_Medium,2080-2084,F,45-49,0.0019053191
WPP_Medium,2080-2084,F,50-54,0.0028074446
WPP_Medium,2080-2084,F,55-59,0.0038545867
WPP_Medium,2080-2084,F,60-64,0.0060462979
WPP_Medium,2080-2084,F,65-69,0.010246314
WPP_Medium,2080-2084,F,70-74,0.017922505
WPP_Medium,2080-2084,F,75-79,0.031953321
WPP_Medium,2080-2084,F,80-84,0.059809887
WPP_Medium,2080-2084,F,85-89,0.11141839
WPP_Medium,2080-2084,F,90-94,0.2030827
WPP_Medium,2080-2084,F,95-99,0.32807788
WPP_Medium,2085-2089,F,0-0,0.0054136269
WPP_Medium,2085-2089,F,1-4,0.00046738623
WPP_Medium,2085-2089,F,5-9,0.00017537182
WPP_Medium,2085-2089,F,10-14,0.00014690213
WPP_Medium,2085-2089,F,15-19,0.00024290859
WPP_Medium,2085-2089,F,20-24,0.00038841031
WPP_Medium,2085-2089,F,25-29,0.00054546652
WPP_Medium,2085-2089,F,30-34,0.00069919604
WPP_Medium,2085-2089,F,35-39,0.00094129973
WPP_Medium,2085-2089,F,40-44,0.0013325192
WPP_Medium,2085-2089,F,45-49,0.0017628764
WPP_Medium,2085-2089,F,50-54,0.0026017947
WPP_Medium,2085-2089,F,55-59,0.0035643827
WPP_Medium,2085-2089,F,60-64,0.0055932556
WPP_Medium,2085-2089,F,65-69,0.0095110706
WPP_Medium,2085-2089,F,70-74,0.01669856
WPP_Medium,2085-2089,F,75-79,0.029905381
WPP_Medium,2085-2089,F,80-84,0.056204824
WPP_Medium,2085-2089,F,85-89,0.10510598
WPP_Medium,2085-2089,F,90-94,0.19229085
WPP_Medium,2085-2089,F,95-99,0.31305277
WPP_Medium,2090-2094,F,0-0,0.0053266777
WPP_Medium,2090-2094,F,1-4,0.00045722452
WPP_Medium,2090-2094,F,5-9,0.0001713351
WPP_Medium,2090-2094,F,10-14,0.00014234823
WPP_Medium,2090-2094,F,15-19,0.00023327394
WPP_Medium,2090-2094,F,20-24,0.00036880042
WPP_Medium,2090-2094,F,25-29,0.00051198288
WPP_Medium,2090-2094,F,30-34,0.00065094696
WPP_Medium,2090-2094,F,35-39,0.00087150294
WPP_Medium,2090-2094,F,40-44,0.001236973
WPP_Medium,2090-2094,F,45-49,0.0016352134
WPP_Medium,2090-2094,F,50-54,0.0024179287
WPP_Medium,2090-2094,F,55-59,0.003305834
WPP_Medium,2090-2094,F,60-64,0.0051901951
WPP_Medium,2090-2094,F,65-69,0.0088581915
WPP_Medium,2090-2094,F,70-74,0.015610977
WPP_Medium,2090-2094,F,75-79,0.028077305
WPP_Medium,2090-2094,F,80-84,0.052957658
WPP_Medium,2090-2094,F,85-89,0.099343652
WPP_Medium,2090-2094,F,90-94,0.18227152
WPP_Medium,2090-2094,F,95-99,0.29882697
WPP_Medium,2095-2099,F,0-0,0.0052245145
WPP_Medium,2095-2099,F,1-4,0.00044484268
WPP_Medium,2095-2099,F,5-9,0.00016645773
WPP_Medium,2095-2099,F,10-14,0.00013740745
WPP_Medium,2095-2099,F,15-19,0.00022342557
WPP_Medium,2095-2099,F,20-24,0.00034953519
WPP_Medium,2095-2099,F,25-29,0.00047985982
WPP_Medium,2095-2099,F,30-34,0.00060515373
WPP_Medium,2095-2099,F,35-39,0.00080568394
WPP_Medium,2095-2099,F,40-44,0.0011465801
WPP_Medium,2095-2099,F,45-49,0.0015146856
WPP_Medium,2095-2099,F,50-54,0.0022441086
WPP_Medium,2095-2099,F,55-59,0.0030622695
WPP_Medium,2095-2099,F,60-64,0.0048106855
WPP_Medium,2095-2099,F,65-69,0.0082446685
WPP_Medium,2095-2099,F,70-74,0.014589823
WPP_Medium,2095-2099,F,75-79,0.026357316
WPP_Medium,2095-2099,F,80-84,0.04988605
WPP_Medium,2095-2099,F,85-89,0.09384454
WPP_Medium,2095-2099,F,90-94,0.1725982
WPP_Medium,2095-2099,F,95-99,0.28486957
