Variant,Year,Sex,Age_Grp,Count,Period
WPP_High variant,2085,F,85-89,311621.0,2085-2089
WPP_High variant,2090,F,85-89,393013.0,2090-2094
WPP_High variant,2095,F,85-89,491803.0,2095-2099
WPP_High variant,2100,F,85-89,555254.0,2100+
WPP_Estimates,1950,M,90-94,60.0,1950-1954
WPP_Estimates,1955,M,90-94,108.0,1955-1959
WPP_Estimates,1960,M,90-94,172.0,1960-1964
WPP_Estimates,1965,M,90-94,230.0,1965-1969
WPP_Estimates,1970,M,90-94,285.0,1970-1974
WPP_Estimates,1975,M,90-94,315.0,1975-1979
WPP_Estimates,1980,M,90-94,338.0,1980-1984
WPP_Estimates,1985,M,90-94,358.0,1985-1989
WPP_Estimates,1990,M,90-94,357.0,1990-1994
WPP_Estimates,1995,M,90-94,419.0,1995-1999
WPP_Estimates,2000,M,90-94,452.0,2000-2004
WPP_Estimates,2005,M,90-94,450.0,2005-2009
WPP_Estimates,2010,M,90-94,396.0,2010-2014
WPP_Estimates,2015,M,90-94,387.0,2015-2019
WPP_Estimates,2020,M,90-94,528.0,2020-2024
WPP_Low variant,2020,M,90-94,528.0,2020-2024
WPP_Low variant,2025,M,90-94,693.0,2025-2029
WPP_Low variant,2030,M,90-94,904.0,2030-2034
WPP_Low variant,2035,M,90-94,1235.0,2035-2039
WPP_Low variant,2040,M,90-94,1694.0,2040-2044
WPP_Low variant,2045,M,90-94,2134.0,2045-2049
WPP_Low variant,2050,M,90-94,2983.0,2050-2054
WPP_Low variant,2055,M,90-94,4267.0,2055-2059
WPP_Low variant,2060,M,90-94,6371.0,2060-2064
WPP_Low variant,2065,M,90-94,9682.0,2065-2069
WPP_Low variant,2070,M,90-94,14442.0,2070-2074
WPP_Low variant,2075,M,90-94,20809.0,2075-2079
WPP_Low variant,2080,M,90-94,31997.0,2080-2084
WPP_Low variant,2085,M,90-94,45660.0,2085-2089
WPP_Low variant,2090,M,90-94,65607.0,2090-2094
WPP_Low variant,2095,M,90-94,92978.0,2095-2099
WPP_Low variant,2100,M,90-94,130580.99999999999,2100+
WPP_Medium variant,2020,M,90-94,528.0,2020-2024
WPP_Medium variant,2025,M,90-94,693.0,2025-2029
WPP_Medium variant,2030,M,90-94,904.0,2030-2034
WPP_Medium variant,2035,M,90-94,1235.0,2035-2039
WPP_Medium variant,2040,M,90-94,1694.0,2040-2044
WPP_Medium variant,2045,M,90-94,2134.0,2045-2049
WPP_Medium variant,2050,M,90-94,2983.0,2050-2054
WPP_Medium variant,2055,M,90-94,4267.0,2055-2059
WPP_Medium variant,2060,M,90-94,6371.0,2060-2064
WPP_Medium variant,2065,M,90-94,9682.0,2065-2069
WPP_Medium variant,2070,M,90-94,14442.0,2070-2074
WPP_Medium variant,2075,M,90-94,20809.0,2075-2079
WPP_Medium variant,2080,M,90-94,31997.0,2080-2084
WPP_Medium variant,2085,M,90-94,45660.0,2085-2089
WPP_Medium variant,2090,M,90-94,65607.0,2090-2094
WPP_Medium variant,2095,M,90-94,92978.0,2095-2099
WPP_Medium variant,2100,M,90-94,130580.99999999999,2100+
WPP_High variant,2020,M,90-94,528.0,2020-2024
WPP_High variant,2025,M,90-94,693.0,2025-2029
WPP_High variant,2030,M,90-94,904.0,2030-2034
WPP_High variant,2035,M,90-94,1235.0,2035-2039
WPP_High variant,2040,M,90-94,1694.0,2040-2044
WPP_High variant,2045,M,90-94,2134.0,2045-2049
WPP_High variant,2050,M,90-94,2983.0,2050-2054
WPP_High variant,2055,M,90-94,4267.0,2055-2059
WPP_High variant,2060,M,90-94,6371.0,2060-2064
WPP_High variant,2065,M,90-94,9682.0,2065-2069
WPP_High variant,2070,M,90-94,14442.0,2070-2074
WPP_High variant,2075,M,90-94,20809.0,2075-2079
WPP_High variant,2080,M,90-94,31997.0,2080-2084
WPP_High variant,2085,M,90-94,45660.0,2085-2089
WPP_High variant,2090,M,90-94,65607.0,2090-2094
WPP_High variant,2095,M,90-94,92978.0,2095-2099
WPP_High variant,2100,M,90-94,130580.99999999999,2100+
WPP_Estimates,1950,F,90-94,92.0,1950-1954
WPP_Estimates,1955,F,90-94,155.0,1955-1959
WPP_Estimates,1960,F,90-94,236.0,1960-1964
WPP_Estimates,1965,F,90-94,290.0,1965-1969
WPP_Estimates,1970,F,90-94,330.0,1970-1974
WPP_Estimates,1975,F,90-94,356.0,1975-1979
WPP_Estimates,1980,F,90-94,367.0,1980-1984
WPP_Estimates,1985,F,90-94,391.0,1985-1989
WPP_Estimates,1990,F,90-94,425.0,1990-1994
WPP_Estimates,1995,F,90-94,581.0,1995-1999
WPP_Estimates,2000,F,90-94,853.0,2000-2004
WPP_Estimates,2005,F,90-94,1300.0,2005-2009
WPP_Estimates,2010,F,90-94,1323.0,2010-2014
WPP_Estimates,2015,F,90-94,1243.0,2015-2019
WPP_Estimates,2020,F,90-94,1634.0,2020-2024
WPP_Low variant,2020,F,90-94,1634.0,2020-2024
WPP_Low variant,2025,F,90-94,2130.0,2025-2029
WPP_Low variant,2030,F,90-94,2906.0,2030-2034
WPP_Low variant,2035,F,90-94,3946.0,2035-2039
WPP_Low variant,2040,F,90-94,5336.0,2040-2044
WPP_Low variant,2045,F,90-94,6616.0,2045-2049
WPP_Low variant,2050,F,90-94,9405.0,2050-2054
WPP_Low variant,2055,F,90-94,13398.0,2055-2059
WPP_Low variant,2060,F,90-94,19542.0,2060-2064
WPP_Low variant,2065,F,90-94,28504.0,2065-2069
WPP_Low variant,2070,F,90-94,41456.0,2070-2074
WPP_Low variant,2075,F,90-94,58145.0,2075-2079
WPP_Low variant,2080,F,90-94,85668.0,2080-2084
WPP_Low variant,2085,F,90-94,113938.0,2085-2089
WPP_Low variant,2090,F,90-94,150933.0,2090-2094
WPP_Low variant,2095,F,90-94,197855.0,2095-2099
WPP_Low variant,2100,F,90-94,256947.99999999997,2100+
WPP_Medium variant,2020,F,90-94,1634.0,2020-2024
WPP_Medium variant,2025,F,90-94,2130.0,2025-2029
WPP_Medium variant,2030,F,90-94,2906.0,2030-2034
WPP_Medium variant,2035,F,90-94,3946.0,2035-2039
WPP_Medium variant,2040,F,90-94,5336.0,2040-2044
WPP_Medium variant,2045,F,90-94,6616.0,2045-2049
WPP_Medium variant,2050,F,90-94,9405.0,2050-2054
WPP_Medium variant,2055,F,90-94,13398.0,2055-2059
WPP_Medium variant,2060,F,90-94,19542.0,2060-2064
WPP_Medium variant,2065,F,90-94,28504.0,2065-2069
WPP_Medium variant,2070,F,90-94,41456.0,2070-2074
WPP_Medium variant,2075,F,90-94,58145.0,2075-2079
WPP_Medium variant,2080,F,90-94,85668.0,2080-2084
WPP_Medium variant,2085,F,90-94,113938.0,2085-2089
WPP_Medium variant,2090,F,90-94,150933.0,2090-2094
WPP_Medium variant,2095,F,90-94,197855.0,2095-2099
WPP_Medium variant,2100,F,90-94,256947.99999999997,2100+
WPP_High variant,2020,F,90-94,1634.0,2020-2024
WPP_High variant,2025,F,90-94,2130.0,2025-2029
WPP_High variant,2030,F,90-94,2906.0,2030-2034
WPP_High variant,2035,F,90-94,3946.0,2035-2039
WPP_High variant,2040,F,90-94,5336.0,2040-2044
WPP_High variant,2045,F,90-94,6616.0,2045-2049
WPP_High variant,2050,F,90-94,9405.0,2050-2054
WPP_High variant,2055,F,90-94,13398.0,2055-2059
WPP_High variant,2060,F,90-94,19542.0,2060-2064
WPP_High variant,2065,F,90-94,28504.0,2065-2069
WPP_High variant,2070,F,90-94,41456.0,2070-2074
WPP_High variant,2075,F,90-94,58145.0,2075-2079
WPP_High variant,2080,F,90-94,85668.0,2080-2084
WPP_High variant,2085,F,90-94,113938.0,2085-2089
WPP_High variant,2090,F,90-94,150933.0,2090-2094
WPP_High variant,2095,F,90-94,197855.0,2095-2099
WPP_High variant,2100,F,90-94,256947.99999999997,2100+
WPP_Estimates,1950,M,95-99,3.0,1950-1954
WPP_Estimates,1955,M,95-99,6.0,1955-1959
WPP_Estimates,1960,M,95-99,12.0,1960-1964
WPP_Estimates,1965,M,95-99,18.0,1965-1969
WPP_Estimates,1970,M,95-99,23.0,1970-1974
WPP_Estimates,1975,M,95-99,27.0,1975-1979
WPP_Estimates,1980,M,95-99,29.0,1980-1984
WPP_Estimates,1985,M,95-99,29.0,1985-1989
WPP_Estimates,1990,M,95-99,30.0,1990-1994
WPP_Estimates,1995,M,95-99,30.0,1995-1999
WPP_Estimates,2000,M,95-99,33.0,2000-2004
WPP_Estimates,2005,M,95-99,32.0,2005-2009
WPP_Estimates,2010,M,95-99,26.0,2010-2014
WPP_Estimates,2015,M,95-99,23.0,2015-2019
WPP_Estimates,2020,M,95-99,30.0,2020-2024
WPP_Low variant,2020,M,95-99,30.0,2020-2024
WPP_Low variant,2025,M,95-99,40.0,2025-2029
WPP_Low variant,2030,M,95-99,58.0,2030-2034
WPP_Low variant,2035,M,95-99,80.0,2035-2039
WPP_Low variant,2040,M,95-99,120.0,2040-2044
WPP_Low variant,2045,M,95-99,178.0,2045-2049
WPP_Low variant,2050,M,95-99,244.0,2050-2054
WPP_Low variant,2055,M,95-99,370.0,2055-2059
WPP_Low variant,2060,M,95-99,574.0,2060-2064
WPP_Low variant,2065,M,95-99,924.0,2065-2069
WPP_Low variant,2070,M,95-99,1523.0,2070-2074
WPP_Low variant,2075,M,95-99,2460.0,2075-2079
WPP_Low variant,2080,M,95-99,3841.0,2080-2084
WPP_Low variant,2085,M,95-99,6424.0,2085-2089
WPP_Low variant,2090,M,95-99,9958.0,2090-2094
WPP_Low variant,2095,M,95-99,15550.0,2095-2099
WPP_Low variant,2100,M,95-99,23892.0,2100+
WPP_Medium variant,2020,M,95-99,30.0,2020-2024
WPP_Medium variant,2025,M,95-99,40.0,2025-2029
WPP_Medium variant,2030,M,95-99,58.0,2030-2034
WPP_Medium variant,2035,M,95-99,80.0,2035-2039
WPP_Medium variant,2040,M,95-99,120.0,2040-2044
WPP_Medium variant,2045,M,95-99,178.0,2045-2049
WPP_Medium variant,2050,M,95-99,244.0,2050-2054
WPP_Medium variant,2055,M,95-99,370.0,2055-2059
WPP_Medium variant,2060,M,95-99,574.0,2060-2064
WPP_Medium variant,2065,M,95-99,924.0,2065-2069
WPP_Medium variant,2070,M,95-99,1523.0,2070-2074
WPP_Medium variant,2075,M,95-99,2460.0,2075-2079
WPP_Medium variant,2080,M,95-99,3841.0,2080-2084
WPP_Medium variant,2085,M,95-99,6424.0,2085-2089
WPP_Medium variant,2090,M,95-99,9958.0,2090-2094
WPP_Medium variant,2095,M,95-99,15550.0,2095-2099
WPP_Medium variant,2100,M,95-99,23892.0,2100+
WPP_High variant,2020,M,95-99,30.0,2020-2024
WPP_High variant,2025,M,95-99,40.0,2025-2029
WPP_High variant,2030,M,95-99,58.0,2030-2034
WPP_High variant,2035,M,95-99,80.0,2035-2039
WPP_High variant,2040,M,95-99,120.0,2040-2044
WPP_High variant,2045,M,95-99,178.0,2045-2049
WPP_High variant,2050,M,95-99,244.0,2050-2054
WPP_High variant,2055,M,95-99,370.0,2055-2059
WPP_High variant,2060,M,95-99,574.0,2060-2064
WPP_High variant,2065,M,95-99,924.0,2065-2069
WPP_High variant,2070,M,95-99,1523.0,2070-2074
WPP_High variant,2075,M,95-99,2460.0,2075-2079
WPP_High variant,2080,M,95-99,3841.0,2080-2084
WPP_High variant,2085,M,95-99,6424.0,2085-2089
WPP_High variant,2090,M,95-99,9958.0,2090-2094
WPP_High variant,2095,M,95-99,15550.0,2095-2099
WPP_High variant,2100,M,95-99,23892.0,2100+
WPP_Estimates,1950,F,95-99,6.0,1950-1954
WPP_Estimates,1955,F,95-99,11.0,1955-1959
WPP_Estimates,1960,F,95-99,18.0,1960-1964
WPP_Estimates,1965,F,95-99,25.0,1965-1969
WPP_Estimates,1970,F,95-99,30.0,1970-1974
WPP_Estimates,1975,F,95-99,30.0,1975-1979
WPP_Estimates,1980,F,95-99,30.0,1980-1984
WPP_Estimates,1985,F,95-99,30.0,1985-1989
WPP_Estimates,1990,F,95-99,32.0,1990-1994
WPP_Estimates,1995,F,95-99,38.0,1995-1999
WPP_Estimates,2000,F,95-99,64.0,2000-2004
WPP_Estimates,2005,F,95-99,104.0,2005-2009
WPP_Estimates,2010,F,95-99,106.0,2010-2014
WPP_Estimates,2015,F,95-99,89.0,2015-2019
WPP_Estimates,2020,F,95-99,109.0,2020-2024
WPP_Low variant,2020,F,95-99,109.0,2020-2024
WPP_Low variant,2025,F,95-99,149.0,2025-2029
WPP_Low variant,2030,F,95-99,212.0,2030-2034
WPP_Low variant,2035,F,95-99,315.0,2035-2039
WPP_Low variant,2040,F,95-99,478.0,2040-2044
WPP_Low variant,2045,F,95-99,718.0,2045-2049
WPP_Low variant,2050,F,95-99,989.0,2050-2054
WPP_Low variant,2055,F,95-99,1557.0,2055-2059
WPP_Low variant,2060,F,95-99,2436.0,2060-2064
WPP_Low variant,2065,F,95-99,3883.0,2065-2069
WPP_Low variant,2070,F,95-99,6159.0,2070-2074
WPP_Low variant,2075,F,95-99,9675.0,2075-2079
WPP_Low variant,2080,F,95-99,14597.0,2080-2084
WPP_Low variant,2085,F,95-99,23044.0,2085-2089
WPP_Low variant,2090,F,95-99,32732.999999999996,2090-2094
WPP_Low variant,2095,F,95-99,46112.0,2095-2099
WPP_Low variant,2100,F,95-99,64168.00000000001,2100+
WPP_Medium variant,2020,F,95-99,109.0,2020-2024
WPP_Medium variant,2025,F,95-99,149.0,2025-2029
WPP_Medium variant,2030,F,95-99,212.0,2030-2034
WPP_Medium variant,2035,F,95-99,315.0,2035-2039
WPP_Medium variant,2040,F,95-99,478.0,2040-2044
WPP_Medium variant,2045,F,95-99,718.0,2045-2049
WPP_Medium variant,2050,F,95-99,989.0,2050-2054
WPP_Medium variant,2055,F,95-99,1557.0,2055-2059
WPP_Medium variant,2060,F,95-99,2436.0,2060-2064
WPP_Medium variant,2065,F,95-99,3883.0,2065-2069
WPP_Medium variant,2070,F,95-99,6159.0,2070-2074
WPP_Medium variant,2075,F,95-99,9675.0,2075-2079
WPP_Medium variant,2080,F,95-99,14597.0,2080-2084
WPP_Medium variant,2085,F,95-99,23044.0,2085-2089
WPP_Medium variant,2090,F,95-99,32732.999999999996,2090-2094
WPP_Medium variant,2095,F,95-99,46112.0,2095-2099
WPP_Medium variant,2100,F,95-99,64168.00000000001,2100+
WPP_High variant,2020,F,95-99,109.0,2020-2024
WPP_High variant,2025,F,95-99,149.0,2025-2029
WPP_High variant,2030,F,95-99,212.0,2030-2034
WPP_High variant,2035,F,95-99,315.0,2035-2039
WPP_High variant,2040,F,95-99,478.0,2040-2044
WPP_High variant,2045,F,95-99,718.0,2045-2049
WPP_High variant,2050,F,95-99,989.0,2050-2054
WPP_High variant,2055,F,95-99,1557.0,2055-2059
WPP_High variant,2060,F,95-99,2436.0,2060-2064
WPP_High variant,2065,F,95-99,3883.0,2065-2069
WPP_High variant,2070,F,95-99,6159.0,2070-2074
WPP_High variant,2075,F,95-99,9675.0,2075-2079
WPP_High variant,2080,F,95-99,14597.0,2080-2084
WPP_High variant,2085,F,95-99,23044.0,2085-2089
WPP_High variant,2090,F,95-99,32732.999999999996,2090-2094
WPP_High variant,2095,F,95-99,46112.0,2095-2099
WPP_High variant,2100,F,95-99,64168.00000000001,2100+
WPP_Estimates,1950,M,100+,1.0,1950-1954
WPP_Estimates,1955,M,100+,0,1955-1959
WPP_Estimates,1960,M,100+,0,1960-1964
WPP_Estimates,1965,M,100+,1.0,1965-1969
WPP_Estimates,1970,M,100+,1.0,1970-1974
WPP_Estimates,1975,M,100+,1.0,1975-1979
WPP_Estimates,1980,M,100+,2.0,1980-1984
WPP_Estimates,1985,M,100+,2.0,1985-1989
WPP_Estimates,1990,M,100+,2.0,1990-1994
WPP_Estimates,1995,M,100+,2.0,1995-1999
WPP_Estimates,2000,M,100+,2.0,2000-2004
WPP_Estimates,2005,M,100+,2.0,2005-2009
WPP_Estimates,2010,M,100+,2.0,2010-2014
WPP_Estimates,2015,M,100+,1.0,2015-2019
WPP_Estimates,2020,M,100+,1.0,2020-2024
WPP_Low variant,2020,M,100+,1.0,2020-2024
WPP_Low variant,2025,M,100+,1.0,2025-2029
WPP_Low variant,2030,M,100+,2.0,2030-2034
WPP_Low variant,2035,M,100+,3.0,2035-2039
WPP_Low variant,2040,M,100+,4.0,2040-2044
WPP_Low variant,2045,M,100+,7.0,2045-2049
WPP_Low variant,2050,M,100+,10.0,2050-2054
WPP_Low variant,2055,M,100+,15.0,2055-2059
WPP_Low variant,2060,M,100+,24.0,2060-2064
WPP_Low variant,2065,M,100+,39.0,2065-2069
WPP_Low variant,2070,M,100+,67.0,2070-2074
WPP_Low variant,2075,M,100+,118.0,2075-2079
WPP_Low variant,2080,M,100+,205.0,2080-2084
WPP_Low variant,2085,M,100+,349.0,2085-2089
WPP_Low variant,2090,M,100+,633.0,2090-2094
WPP_Low variant,2095,M,100+,1079.0,2095-2099
WPP_Low variant,2100,M,100+,1849.0,2100+
WPP_Medium variant,2020,M,100+,1.0,2020-2024
WPP_Medium variant,2025,M,100+,1.0,2025-2029
WPP_Medium variant,2030,M,100+,2.0,2030-2034
WPP_Medium variant,2035,M,100+,3.0,2035-2039
WPP_Medium variant,2040,M,100+,4.0,2040-2044
WPP_Medium variant,2045,M,100+,7.0,2045-2049
WPP_Medium variant,2050,M,100+,10.0,2050-2054
WPP_Medium variant,2055,M,100+,15.0,2055-2059
WPP_Medium variant,2060,M,100+,24.0,2060-2064
WPP_Medium variant,2065,M,100+,39.0,2065-2069
WPP_Medium variant,2070,M,100+,67.0,2070-2074
WPP_Medium variant,2075,M,100+,118.0,2075-2079
WPP_Medium variant,2080,M,100+,205.0,2080-2084
WPP_Medium variant,2085,M,100+,349.0,2085-2089
WPP_Medium variant,2090,M,100+,633.0,2090-2094
WPP_Medium variant,2095,M,100+,1079.0,2095-2099
WPP_Medium variant,2100,M,100+,1849.0,2100+
WPP_High variant,2020,M,100+,1.0,2020-2024
WPP_High variant,2025,M,100+,1.0,2025-2029
WPP_High variant,2030,M,100+,2.0,2030-2034
WPP_High variant,2035,M,100+,3.0,2035-2039
WPP_High variant,2040,M,100+,4.0,2040-2044
WPP_High variant,2045,M,100+,7.0,2045-2049
WPP_High variant,2050,M,100+,10.0,2050-2054
WPP_High variant,2055,M,100+,15.0,2055-2059
WPP_High variant,2060,M,100+,24.0,2060-2064
WPP_High variant,2065,M,100+,39.0,2065-2069
WPP_High variant,2070,M,100+,67.0,2070-2074
WPP_High variant,2075,M,100+,118.0,2075-2079
WPP_High variant,2080,M,100+,205.0,2080-2084
WPP_High variant,2085,M,100+,349.0,2085-2089
WPP_High variant,2090,M,100+,633.0,2090-2094
WPP_High variant,2095,M,100+,1079.0,2095-2099
WPP_High variant,2100,M,100+,1849.0,2100+
WPP_Estimates,1950,F,100+,1.0,1950-1954
WPP_Estimates,1955,F,100+,1.0,1955-1959
WPP_Estimates,1960,F,100+,1.0,1960-1964
WPP_Estimates,1965,F,100+,1.0,1965-1969
WPP_Estimates,1970,F,100+,2.0,1970-1974
WPP_Estimates,1975,F,100+,2.0,1975-1979
WPP_Estimates,1980,F,100+,2.0,1980-1984
WPP_Estimates,1985,F,100+,2.0,1985-1989
WPP_Estimates,1990,F,100+,2.0,1990-1994
WPP_Estimates,1995,F,100+,2.0,1995-1999
WPP_Estimates,2000,F,100+,3.0,2000-2004
WPP_Estimates,2005,F,100+,6.0,2005-2009
WPP_Estimates,2010,F,100+,6.0,2010-2014
WPP_Estimates,2015,F,100+,4.0,2015-2019
WPP_Estimates,2020,F,100+,4.0,2020-2024
WPP_Low variant,2020,F,100+,4.0,2020-2024
WPP_Low variant,2025,F,100+,5.0,2025-2029
WPP_Low variant,2030,F,100+,7.0,2030-2034
WPP_Low variant,2035,F,100+,11.0,2035-2039
WPP_Low variant,2040,F,100+,17.0,2040-2044
WPP_Low variant,2045,F,100+,29.0,2045-2049
WPP_Low variant,2050,F,100+,47.0,2050-2054
WPP_Low variant,2055,F,100+,72.0,2055-2059
WPP_Low variant,2060,F,100+,123.0,2060-2064
WPP_Low variant,2065,F,100+,211.0,2065-2069
WPP_Low variant,2070,F,100+,368.0,2070-2074
WPP_Low variant,2075,F,100+,638.0,2075-2079
WPP_Low variant,2080,F,100+,1092.0,2080-2084
WPP_Low variant,2085,F,100+,1796.0,2085-2089
WPP_Low variant,2090,F,100+,3071.0,2090-2094
WPP_Low variant,2095,F,100+,4765.0,2095-2099
WPP_Low variant,2100,F,100+,7284.0,2100+
WPP_Medium variant,2020,F,100+,4.0,2020-2024
WPP_Medium variant,2025,F,100+,5.0,2025-2029
WPP_Medium variant,2030,F,100+,7.0,2030-2034
WPP_Medium variant,2035,F,100+,11.0,2035-2039
WPP_Medium variant,2040,F,100+,17.0,2040-2044
WPP_Medium variant,2045,F,100+,29.0,2045-2049
WPP_Medium variant,2050,F,100+,47.0,2050-2054
WPP_Medium variant,2055,F,100+,72.0,2055-2059
WPP_Medium variant,2060,F,100+,123.0,2060-2064
WPP_Medium variant,2065,F,100+,211.0,2065-2069
WPP_Medium variant,2070,F,100+,368.0,2070-2074
WPP_Medium variant,2075,F,100+,638.0,2075-2079
WPP_Medium variant,2080,F,100+,1092.0,2080-2084
WPP_Medium variant,2085,F,100+,1796.0,2085-2089
WPP_Medium variant,2090,F,100+,3071.0,2090-2094
WPP_Medium variant,2095,F,100+,4765.0,2095-2099
WPP_Medium variant,2100,F,100+,7284.0,2100+
WPP_High variant,2020,F,100+,4.0,2020-2024
WPP_High variant,2025,F,100+,5.0,2025-2029
WPP_High variant,2030,F,100+,7.0,2030-2034
WPP_High variant,2035,F,100+,11.0,2035-2039
WPP_High variant,2040,F,100+,17.0,2040-2044
WPP_High variant,2045,F,100+,29.0,2045-2049
WPP_High variant,2050,F,100+,47.0,2050-2054
WPP_High variant,2055,F,100+,72.0,2055-2059
WPP_High variant,2060,F,100+,123.0,2060-2064
WPP_High variant,2065,F,100+,211.0,2065-2069
WPP_High variant,2070,F,100+,368.0,2070-2074
WPP_High variant,2075,F,100+,638.0,2075-2079
WPP_High variant,2080,F,100+,1092.0,2080-2084
WPP_High variant,2085,F,100+,1796.0,2085-2089
WPP_High variant,2090,F,100+,3071.0,2090-2094
WPP_High variant,2095,F,100+,4765.0,2095-2099
WPP_High variant,2100,F,100+,7284.0,2100+
