Variant,Period,Sex,Age_Grp,Count
WPP_High variant,2080-2084,F,60-64,41103.0
WPP_High variant,2085-2089,F,60-64,42297.0
WPP_High variant,2090-2094,F,60-64,42673.0
WPP_High variant,2095-2099,F,60-64,42088.0
WPP_Estimates,1950-1954,M,65-69,4599.0
WPP_Estimates,1955-1959,M,65-69,5118.0
WPP_Estimates,1960-1964,M,65-69,5479.0
WPP_Estimates,1965-1969,M,65-69,6066.0
WPP_Estimates,1970-1974,M,65-69,6365.0
WPP_Estimates,1975-1979,M,65-69,7177.0
WPP_Estimates,1980-1984,M,65-69,9307.0
WPP_Estimates,1985-1989,M,65-69,12340.0
WPP_Estimates,1990-1994,M,65-69,16250.0
WPP_Estimates,1995-1999,M,65-69,20118.0
WPP_Estimates,2000-2004,M,65-69,22038.0
WPP_Estimates,2005-2009,M,65-69,21071.0
WPP_Estimates,2010-2014,M,65-69,18783.0
WPP_Estimates,2015-2019,M,65-69,18808.0
WPP_Low variant,2020-2024,M,65-69,20297.0
WPP_Low variant,2025-2029,M,65-69,23090.0
WPP_Low variant,2030-2034,M,65-69,27141.0
WPP_Low variant,2035-2039,M,65-69,32794.0
WPP_Low variant,2040-2044,M,65-69,39376.0
WPP_Low variant,2045-2049,M,65-69,45736.0
WPP_Low variant,2050-2054,M,65-69,54185.0
WPP_Low variant,2055-2059,M,65-69,63307.0
WPP_Low variant,2060-2064,M,65-69,71775.0
WPP_Low variant,2065-2069,M,65-69,80980.0
WPP_Low variant,2070-2074,M,65-69,90844.0
WPP_Low variant,2075-2079,M,65-69,96297.0
WPP_Low variant,2080-2084,M,65-69,96462.0
WPP_Low variant,2085-2089,M,65-69,98350.0
WPP_Low variant,2090-2094,M,65-69,101189.0
WPP_Low variant,2095-2099,M,65-69,101647.0
WPP_Medium variant,2020-2024,M,65-69,20323.0
WPP_Medium variant,2025-2029,M,65-69,23090.0
WPP_Medium variant,2030-2034,M,65-69,27141.0
WPP_Medium variant,2035-2039,M,65-69,32794.0
WPP_Medium variant,2040-2044,M,65-69,39376.0
WPP_Medium variant,2045-2049,M,65-69,45736.0
WPP_Medium variant,2050-2054,M,65-69,54185.0
WPP_Medium variant,2055-2059,M,65-69,63307.0
WPP_Medium variant,2060-2064,M,65-69,71775.0
WPP_Medium variant,2065-2069,M,65-69,80980.0
WPP_Medium variant,2070-2074,M,65-69,90844.0
WPP_Medium variant,2075-2079,M,65-69,96297.0
WPP_Medium variant,2080-2084,M,65-69,96462.0
WPP_Medium variant,2085-2089,M,65-69,98350.0
WPP_Medium variant,2090-2094,M,65-69,101189.0
WPP_Medium variant,2095-2099,M,65-69,101647.0
WPP_High variant,2020-2024,M,65-69,20348.0
WPP_High variant,2025-2029,M,65-69,23089.0
WPP_High variant,2030-2034,M,65-69,27141.0
WPP_High variant,2035-2039,M,65-69,32794.0
WPP_High variant,2040-2044,M,65-69,39376.0
WPP_High variant,2045-2049,M,65-69,45736.0
WPP_High variant,2050-2054,M,65-69,54185.0
WPP_High variant,2055-2059,M,65-69,63307.0
WPP_High variant,2060-2064,M,65-69,71775.0
WPP_High variant,2065-2069,M,65-69,80980.0
WPP_High variant,2070-2074,M,65-69,90844.0
WPP_High variant,2075-2079,M,65-69,96297.0
WPP_High variant,2080-2084,M,65-69,96462.0
WPP_High variant,2085-2089,M,65-69,98350.0
WPP_High variant,2090-2094,M,65-69,101189.0
WPP_High variant,2095-2099,M,65-69,101647.0
WPP_Estimates,1950-1954,F,65-69,5695.0
WPP_Estimates,1955-1959,F,65-69,6135.0
WPP_Estimates,1960-1964,F,65-69,6506.0
WPP_Estimates,1965-1969,F,65-69,7147.0
WPP_Estimates,1970-1974,F,65-69,7414.0
WPP_Estimates,1975-1979,F,65-69,8380.0
WPP_Estimates,1980-1984,F,65-69,10471.0
WPP_Estimates,1985-1989,F,65-69,12485.0
WPP_Estimates,1990-1994,F,65-69,13598.0
WPP_Estimates,1995-1999,F,65-69,14628.0
WPP_Estimates,2000-2004,F,65-69,16315.999999999998
WPP_Estimates,2005-2009,F,65-69,17873.0
WPP_Estimates,2010-2014,F,65-69,16481.0
WPP_Estimates,2015-2019,F,65-69,15343.0
WPP_Low variant,2020-2024,F,65-69,16437.0
WPP_Low variant,2025-2029,F,65-69,18682.0
WPP_Low variant,2030-2034,F,65-69,21517.0
WPP_Low variant,2035-2039,F,65-69,25024.0
WPP_Low variant,2040-2044,F,65-69,29083.0
WPP_Low variant,2045-2049,F,65-69,33222.0
WPP_Low variant,2050-2054,F,65-69,38756.0
WPP_Low variant,2055-2059,F,65-69,44135.0
WPP_Low variant,2060-2064,F,65-69,48338.0
WPP_Low variant,2065-2069,F,65-69,53103.0
WPP_Low variant,2070-2074,F,65-69,58498.0
WPP_Low variant,2075-2079,F,65-69,61124.0
WPP_Low variant,2080-2084,F,65-69,60934.0
WPP_Low variant,2085-2089,F,65-69,62264.0
WPP_Low variant,2090-2094,F,65-69,64686.00000000001
WPP_Low variant,2095-2099,F,65-69,65615.0
WPP_Medium variant,2020-2024,F,65-69,16458.0
WPP_Medium variant,2025-2029,F,65-69,18682.0
WPP_Medium variant,2030-2034,F,65-69,21517.0
WPP_Medium variant,2035-2039,F,65-69,25024.0
WPP_Medium variant,2040-2044,F,65-69,29083.0
WPP_Medium variant,2045-2049,F,65-69,33222.0
WPP_Medium variant,2050-2054,F,65-69,38756.0
WPP_Medium variant,2055-2059,F,65-69,44135.0
WPP_Medium variant,2060-2064,F,65-69,48338.0
WPP_Medium variant,2065-2069,F,65-69,53103.0
WPP_Medium variant,2070-2074,F,65-69,58498.0
WPP_Medium variant,2075-2079,F,65-69,61124.0
WPP_Medium variant,2080-2084,F,65-69,60934.0
WPP_Medium variant,2085-2089,F,65-69,62264.0
WPP_Medium variant,2090-2094,F,65-69,64686.00000000001
WPP_Medium variant,2095-2099,F,65-69,65615.0
WPP_High variant,2020-2024,F,65-69,16478.0
WPP_High variant,2025-2029,F,65-69,18681.0
WPP_High variant,2030-2034,F,65-69,21517.0
WPP_High variant,2035-2039,F,65-69,25024.0
WPP_High variant,2040-2044,F,65-69,29083.0
WPP_High variant,2045-2049,F,65-69,33222.0
WPP_High variant,2050-2054,F,65-69,38756.0
WPP_High variant,2055-2059,F,65-69,44135.0
WPP_High variant,2060-2064,F,65-69,48338.0
WPP_High variant,2065-2069,F,65-69,53103.0
WPP_High variant,2070-2074,F,65-69,58498.0
WPP_High variant,2075-2079,F,65-69,61124.0
WPP_High variant,2080-2084,F,65-69,60934.0
WPP_High variant,2085-2089,F,65-69,62264.0
WPP_High variant,2090-2094,F,65-69,64686.00000000001
WPP_High variant,2095-2099,F,65-69,65615.0
WPP_Estimates,1950-1954,M,70-74,4664.0
WPP_Estimates,1955-1959,M,70-74,5320.0
WPP_Estimates,1960-1964,M,70-74,5850.0
WPP_Estimates,1965-1969,M,70-74,6349.0
WPP_Estimates,1970-1974,M,70-74,6989.0
WPP_Estimates,1975-1979,M,70-74,7437.0
WPP_Estimates,1980-1984,M,70-74,8547.0
WPP_Estimates,1985-1989,M,70-74,12766.0
WPP_Estimates,1990-1994,M,70-74,17384.0
WPP_Estimates,1995-1999,M,70-74,19941.0
WPP_Estimates,2000-2004,M,70-74,21217.0
WPP_Estimates,2005-2009,M,70-74,20216.0
WPP_Estimates,2010-2014,M,70-74,18247.0
WPP_Estimates,2015-2019,M,70-74,19256.0
WPP_Low variant,2020-2024,M,70-74,20988.0
WPP_Low variant,2025-2029,M,70-74,22962.0
WPP_Low variant,2030-2034,M,70-74,26587.0
WPP_Low variant,2035-2039,M,70-74,31728.0
WPP_Low variant,2040-2044,M,70-74,38827.0
WPP_Low variant,2045-2049,M,70-74,47086.0
WPP_Low variant,2050-2054,M,70-74,55396.0
WPP_Low variant,2055-2059,M,70-74,66514.0
WPP_Low variant,2060-2064,M,70-74,78693.0
WPP_Low variant,2065-2069,M,70-74,90254.0
WPP_Low variant,2070-2074,M,70-74,103385.0
WPP_Low variant,2075-2079,M,70-74,117363.0
WPP_Low variant,2080-2084,M,70-74,125516.0
WPP_Low variant,2085-2089,M,70-74,127156.0
WPP_Low variant,2090-2094,M,70-74,130876.0
WPP_Low variant,2095-2099,M,70-74,136304.0
WPP_Medium variant,2020-2024,M,70-74,21014.0
WPP_Medium variant,2025-2029,M,70-74,22961.0
WPP_Medium variant,2030-2034,M,70-74,26587.0
WPP_Medium variant,2035-2039,M,70-74,31728.0
WPP_Medium variant,2040-2044,M,70-74,38827.0
WPP_Medium variant,2045-2049,M,70-74,47086.0
WPP_Medium variant,2050-2054,M,70-74,55396.0
WPP_Medium variant,2055-2059,M,70-74,66514.0
WPP_Medium variant,2060-2064,M,70-74,78693.0
WPP_Medium variant,2065-2069,M,70-74,90254.0
WPP_Medium variant,2070-2074,M,70-74,103385.0
WPP_Medium variant,2075-2079,M,70-74,117363.0
WPP_Medium variant,2080-2084,M,70-74,125516.0
WPP_Medium variant,2085-2089,M,70-74,127156.0
WPP_Medium variant,2090-2094,M,70-74,130876.0
WPP_Medium variant,2095-2099,M,70-74,136304.0
WPP_High variant,2020-2024,M,70-74,21040.0
WPP_High variant,2025-2029,M,70-74,22961.0
WPP_High variant,2030-2034,M,70-74,26587.0
WPP_High variant,2035-2039,M,70-74,31728.0
WPP_High variant,2040-2044,M,70-74,38827.0
WPP_High variant,2045-2049,M,70-74,47086.0
WPP_High variant,2050-2054,M,70-74,55396.0
WPP_High variant,2055-2059,M,70-74,66514.0
WPP_High variant,2060-2064,M,70-74,78693.0
WPP_High variant,2065-2069,M,70-74,90254.0
WPP_High variant,2070-2074,M,70-74,103385.0
WPP_High variant,2075-2079,M,70-74,117363.0
WPP_High variant,2080-2084,M,70-74,125516.0
WPP_High variant,2085-2089,M,70-74,127156.0
WPP_High variant,2090-2094,M,70-74,130876.0
WPP_High variant,2095-2099,M,70-74,136304.0
WPP_Estimates,1950-1954,F,70-74,5955.0
WPP_Estimates,1955-1959,F,70-74,6584.0
WPP_Estimates,1960-1964,F,70-74,7043.0
WPP_Estimates,1965-1969,F,70-74,7610.0
WPP_Estimates,1970-1974,F,70-74,8309.0
WPP_Estimates,1975-1979,F,70-74,8769.0
WPP_Estimates,1980-1984,F,70-74,10048.0
WPP_Estimates,1985-1989,F,70-74,13780.0
WPP_Estimates,1990-1994,F,70-74,15977.0
WPP_Estimates,1995-1999,F,70-74,16163.0
WPP_Estimates,2000-2004,F,70-74,16983.0
WPP_Estimates,2005-2009,F,70-74,19132.0
WPP_Estimates,2010-2014,F,70-74,18995.0
WPP_Estimates,2015-2019,F,70-74,18945.0
WPP_Low variant,2020-2024,F,70-74,20202.0
WPP_Low variant,2025-2029,F,70-74,21960.0
WPP_Low variant,2030-2034,F,70-74,25277.0
WPP_Low variant,2035-2039,F,70-74,29329.0
WPP_Low variant,2040-2044,F,70-74,34351.0
WPP_Low variant,2045-2049,F,70-74,40243.0
WPP_Low variant,2050-2054,F,70-74,46530.0
WPP_Low variant,2055-2059,F,70-74,55032.0
WPP_Low variant,2060-2064,F,70-74,63398.0
WPP_Low variant,2065-2069,F,70-74,70359.0
WPP_Low variant,2070-2074,F,70-74,78490.0
WPP_Low variant,2075-2079,F,70-74,87403.0
WPP_Low variant,2080-2084,F,70-74,92319.0
WPP_Low variant,2085-2089,F,70-74,92999.0
WPP_Low variant,2090-2094,F,70-74,96148.0
WPP_Low variant,2095-2099,F,70-74,100637.0
WPP_Medium variant,2020-2024,F,70-74,20228.0
WPP_Medium variant,2025-2029,F,70-74,21959.0
WPP_Medium variant,2030-2034,F,70-74,25277.0
WPP_Medium variant,2035-2039,F,70-74,29329.0
WPP_Medium variant,2040-2044,F,70-74,34351.0
WPP_Medium variant,2045-2049,F,70-74,40243.0
WPP_Medium variant,2050-2054,F,70-74,46530.0
WPP_Medium variant,2055-2059,F,70-74,55032.0
WPP_Medium variant,2060-2064,F,70-74,63398.0
WPP_Medium variant,2065-2069,F,70-74,70359.0
WPP_Medium variant,2070-2074,F,70-74,78490.0
WPP_Medium variant,2075-2079,F,70-74,87403.0
WPP_Medium variant,2080-2084,F,70-74,92319.0
WPP_Medium variant,2085-2089,F,70-74,92999.0
WPP_Medium variant,2090-2094,F,70-74,96148.0
WPP_Medium variant,2095-2099,F,70-74,100637.0
WPP_High variant,2020-2024,F,70-74,20253.0
WPP_High variant,2025-2029,F,70-74,21959.0
WPP_High variant,2030-2034,F,70-74,25277.0
WPP_High variant,2035-2039,F,70-74,29329.0
WPP_High variant,2040-2044,F,70-74,34351.0
WPP_High variant,2045-2049,F,70-74,40243.0
WPP_High variant,2050-2054,F,70-74,46530.0
WPP_High variant,2055-2059,F,70-74,55032.0
WPP_High variant,2060-2064,F,70-74,63398.0
WPP_High variant,2065-2069,F,70-74,70359.0
WPP_High variant,2070-2074,F,70-74,78490.0
WPP_High variant,2075-2079,F,70-74,87403.0
WPP_High variant,2080-2084,F,70-74,92319.0
WPP_High variant,2085-2089,F,70-74,92999.0
WPP_High variant,2090-2094,F,70-74,96148.0
WPP_High variant,2095-2099,F,70-74,100637.0
WPP_Estimates,1950-1954,M,75-79,3881.0
WPP_Estimates,1955-1959,M,75-79,4711.0
WPP_Estimates,1960-1964,M,75-79,5311.0
WPP_Estimates,1965-1969,M,75-79,5916.0
WPP_Estimates,1970-1974,M,75-79,6408.0
WPP_Estimates,1975-1979,M,75-79,7144.0
WPP_Estimates,1980-1984,M,75-79,7714.0
WPP_Estimates,1985-1989,M,75-79,10464.0
WPP_Estimates,1990-1994,M,75-79,15678.0
WPP_Estimates,1995-1999,M,75-79,18155.0
WPP_Estimates,2000-2004,M,75-79,17883.0
WPP_Estimates,2005-2009,M,75-79,17122.0
WPP_Estimates,2010-2014,M,75-79,15579.0
WPP_Estimates,2015-2019,M,75-79,16338.000000000002
WPP_Low variant,2020-2024,M,75-79,19134.0
WPP_Low variant,2025-2029,M,75-79,21164.0
WPP_Low variant,2030-2034,M,75-79,23645.0
WPP_Low variant,2035-2039,M,75-79,27907.0
WPP_Low variant,2040-2044,M,75-79,33938.0
WPP_Low variant,2045-2049,M,75-79,42278.0
WPP_Low variant,2050-2054,M,75-79,52376.0
WPP_Low variant,2055-2059,M,75-79,62990.0
WPP_Low variant,2060-2064,M,75-79,77363.0
WPP_Low variant,2065-2069,M,75-79,93415.0
WPP_Low variant,2070-2074,M,75-79,109769.0
WPP_Low variant,2075-2079,M,75-79,128376.0
WPP_Low variant,2080-2084,M,75-79,148325.0
WPP_Low variant,2085-2089,M,75-79,161714.0
WPP_Low variant,2090-2094,M,75-79,166727.0
WPP_Low variant,2095-2099,M,75-79,175050.0
WPP_Medium variant,2020-2024,M,75-79,19159.0
WPP_Medium variant,2025-2029,M,75-79,21164.0
WPP_Medium variant,2030-2034,M,75-79,23645.0
WPP_Medium variant,2035-2039,M,75-79,27907.0
WPP_Medium variant,2040-2044,M,75-79,33938.0
WPP_Medium variant,2045-2049,M,75-79,42278.0
WPP_Medium variant,2050-2054,M,75-79,52376.0
WPP_Medium variant,2055-2059,M,75-79,62990.0
WPP_Medium variant,2060-2064,M,75-79,77363.0
WPP_Medium variant,2065-2069,M,75-79,93415.0
WPP_Medium variant,2070-2074,M,75-79,109769.0
WPP_Medium variant,2075-2079,M,75-79,128376.0
WPP_Medium variant,2080-2084,M,75-79,148325.0
WPP_Medium variant,2085-2089,M,75-79,161714.0
WPP_Medium variant,2090-2094,M,75-79,166727.0
WPP_Medium variant,2095-2099,M,75-79,175050.0
WPP_High variant,2020-2024,M,75-79,19182.0
WPP_High variant,2025-2029,M,75-79,21163.0
WPP_High variant,2030-2034,M,75-79,23645.0
WPP_High variant,2035-2039,M,75-79,27907.0
WPP_High variant,2040-2044,M,75-79,33938.0
WPP_High variant,2045-2049,M,75-79,42278.0
WPP_High variant,2050-2054,M,75-79,52376.0
WPP_High variant,2055-2059,M,75-79,62990.0
WPP_High variant,2060-2064,M,75-79,77363.0
WPP_High variant,2065-2069,M,75-79,93415.0
WPP_High variant,2070-2074,M,75-79,109769.0
WPP_High variant,2075-2079,M,75-79,128376.0
WPP_High variant,2080-2084,M,75-79,148325.0
WPP_High variant,2085-2089,M,75-79,161714.0
WPP_High variant,2090-2094,M,75-79,166727.0
WPP_High variant,2095-2099,M,75-79,175050.0
WPP_Estimates,1950-1954,F,75-79,4958.0
WPP_Estimates,1955-1959,F,75-79,5774.0
WPP_Estimates,1960-1964,F,75-79,6348.0
WPP_Estimates,1965-1969,F,75-79,6912.0
WPP_Estimates,1970-1974,F,75-79,7466.0
WPP_Estimates,1975-1979,F,75-79,8296.0
WPP_Estimates,1980-1984,F,75-79,8873.0
WPP_Estimates,1985-1989,F,75-79,11558.0
WPP_Estimates,1990-1994,F,75-79,15556.0
WPP_Estimates,1995-1999,F,75-79,16610.0
WPP_Estimates,2000-2004,F,75-79,16716.0
WPP_Estimates,2005-2009,F,75-79,18843.0
WPP_Estimates,2010-2014,F,75-79,19212.0
WPP_Estimates,2015-2019,F,75-79,19695.0
WPP_Low variant,2020-2024,F,75-79,22758.0
WPP_Low variant,2025-2029,F,75-79,24618.0
WPP_Low variant,2030-2034,F,75-79,27155.0
WPP_Low variant,2035-2039,F,75-79,31575.0
WPP_Low variant,2040-2044,F,75-79,37097.0
WPP_Low variant,2045-2049,F,75-79,44091.0
WPP_Low variant,2050-2054,F,75-79,52668.0
WPP_Low variant,2055-2059,F,75-79,62173.0
WPP_Low variant,2060-2064,F,75-79,74952.0
WPP_Low variant,2065-2069,F,75-79,88035.0
WPP_Low variant,2070-2074,F,75-79,99775.0
WPP_Low variant,2075-2079,F,75-79,113137.0
WPP_Low variant,2080-2084,F,75-79,127961.0
WPP_Low variant,2085-2089,F,75-79,137119.0
WPP_Low variant,2090-2094,F,75-79,140246.0
WPP_Low variant,2095-2099,F,75-79,146598.0
WPP_Medium variant,2020-2024,F,75-79,22787.0
WPP_Medium variant,2025-2029,F,75-79,24617.0
WPP_Medium variant,2030-2034,F,75-79,27155.0
WPP_Medium variant,2035-2039,F,75-79,31575.0
WPP_Medium variant,2040-2044,F,75-79,37097.0
WPP_Medium variant,2045-2049,F,75-79,44091.0
WPP_Medium variant,2050-2054,F,75-79,52668.0
WPP_Medium variant,2055-2059,F,75-79,62173.0
WPP_Medium variant,2060-2064,F,75-79,74952.0
WPP_Medium variant,2065-2069,F,75-79,88035.0
WPP_Medium variant,2070-2074,F,75-79,99775.0
WPP_Medium variant,2075-2079,F,75-79,113137.0
WPP_Medium variant,2080-2084,F,75-79,127961.0
WPP_Medium variant,2085-2089,F,75-79,137119.0
WPP_Medium variant,2090-2094,F,75-79,140246.0
WPP_Medium variant,2095-2099,F,75-79,146598.0
WPP_High variant,2020-2024,F,75-79,22815.0
WPP_High variant,2025-2029,F,75-79,24617.0
WPP_High variant,2030-2034,F,75-79,27155.0
WPP_High variant,2035-2039,F,75-79,31575.0
WPP_High variant,2040-2044,F,75-79,37097.0
WPP_High variant,2045-2049,F,75-79,44091.0
WPP_High variant,2050-2054,F,75-79,52668.0
WPP_High variant,2055-2059,F,75-79,62173.0
WPP_High variant,2060-2064,F,75-79,74952.0
WPP_High variant,2065-2069,F,75-79,88035.0
WPP_High variant,2070-2074,F,75-79,99775.0
WPP_High variant,2075-2079,F,75-79,113137.0
WPP_High variant,2080-2084,F,75-79,127961.0
WPP_High variant,2085-2089,F,75-79,137119.0
WPP_High variant,2090-2094,F,75-79,140246.0
WPP_High variant,2095-2099,F,75-79,146598.0
WPP_Estimates,1950-1954,M,80-84,2379.0
WPP_Estimates,1955-1959,M,80-84,3171.0
WPP_Estimates,1960-1964,M,80-84,3797.0
WPP_Estimates,1965-1969,M,80-84,4323.0
WPP_Estimates,1970-1974,M,80-84,4809.0
WPP_Estimates,1975-1979,M,80-84,5246.0
WPP_Estimates,1980-1984,M,80-84,5894.0
WPP_Estimates,1985-1989,M,80-84,7565.0
WPP_Estimates,1990-1994,M,80-84,10523.0
WPP_Estimates,1995-1999,M,80-84,13073.0
WPP_Estimates,2000-2004,M,80-84,13016.0
WPP_Estimates,2005-2009,M,80-84,11649.0
WPP_Estimates,2010-2014,M,80-84,10588.0
WPP_Estimates,2015-2019,M,80-84,11024.0
WPP_Low variant,2020-2024,M,80-84,13122.0
WPP_Low variant,2025-2029,M,80-84,15674.0
WPP_Low variant,2030-2034,M,80-84,17796.0
WPP_Low variant,2035-2039,M,80-84,20421.0
WPP_Low variant,2040-2044,M,80-84,24782.0
WPP_Low variant,2045-2049,M,80-84,31000
WPP_Low variant,2050-2054,M,80-84,39867.0
WPP_Low variant,2055-2059,M,80-84,51005.0
WPP_Low variant,2060-2064,M,80-84,63352.0
WPP_Low variant,2065-2069,M,80-84,80258.0
WPP_Low variant,2070-2074,M,80-84,100199.0
WPP_Low variant,2075-2079,M,80-84,121391.0
WPP_Low variant,2080-2084,M,80-84,145885.0
WPP_Low variant,2085-2089,M,80-84,173596.0
WPP_Low variant,2090-2094,M,80-84,194387.0
WPP_Low variant,2095-2099,M,80-84,206210.0
WPP_Medium variant,2020-2024,M,80-84,13139.0
WPP_Medium variant,2025-2029,M,80-84,15674.0
WPP_Medium variant,2030-2034,M,80-84,17796.0
WPP_Medium variant,2035-2039,M,80-84,20421.0
WPP_Medium variant,2040-2044,M,80-84,24782.0
WPP_Medium variant,2045-2049,M,80-84,31000
WPP_Medium variant,2050-2054,M,80-84,39867.0
WPP_Medium variant,2055-2059,M,80-84,51005.0
WPP_Medium variant,2060-2064,M,80-84,63352.0
WPP_Medium variant,2065-2069,M,80-84,80258.0
WPP_Medium variant,2070-2074,M,80-84,100199.0
WPP_Medium variant,2075-2079,M,80-84,121391.0
WPP_Medium variant,2080-2084,M,80-84,145885.0
WPP_Medium variant,2085-2089,M,80-84,173596.0
WPP_Medium variant,2090-2094,M,80-84,194387.0
WPP_Medium variant,2095-2099,M,80-84,206210.0
WPP_High variant,2020-2024,M,80-84,13155.0
WPP_High variant,2025-2029,M,80-84,15673.0
WPP_High variant,2030-2034,M,80-84,17796.0
WPP_High variant,2035-2039,M,80-84,20421.0
WPP_High variant,2040-2044,M,80-84,24782.0
WPP_High variant,2045-2049,M,80-84,31000
WPP_High variant,2050-2054,M,80-84,39867.0
WPP_High variant,2055-2059,M,80-84,51005.0
WPP_High variant,2060-2064,M,80-84,63352.0
WPP_High variant,2065-2069,M,80-84,80258.0
WPP_High variant,2070-2074,M,80-84,100199.0
WPP_High variant,2075-2079,M,80-84,121391.0
WPP_High variant,2080-2084,M,80-84,145885.0
WPP_High variant,2085-2089,M,80-84,173596.0
WPP_High variant,2090-2094,M,80-84,194387.0
WPP_High variant,2095-2099,M,80-84,206210.0
WPP_Estimates,1950-1954,F,80-84,3142.0
WPP_Estimates,1955-1959,F,80-84,3886.0
WPP_Estimates,1960-1964,F,80-84,4495.0
WPP_Estimates,1965-1969,F,80-84,5011.0
WPP_Estimates,1970-1974,F,80-84,5470.0
WPP_Estimates,1975-1979,F,80-84,5984.0
WPP_Estimates,1980-1984,F,80-84,6729.0
WPP_Estimates,1985-1989,F,80-84,8323.0
WPP_Estimates,1990-1994,F,80-84,11176.0
WPP_Estimates,1995-1999,F,80-84,13841.0
WPP_Estimates,2000-2004,F,80-84,14935.0
WPP_Estimates,2005-2009,F,80-84,16620.0
WPP_Estimates,2010-2014,F,80-84,16551.0
WPP_Estimates,2015-2019,F,80-84,16928.0
WPP_Low variant,2020-2024,F,80-84,20418.0
WPP_Low variant,2025-2029,F,80-84,24009.0
WPP_Low variant,2030-2034,F,80-84,26470.0
WPP_Low variant,2035-2039,F,80-84,29724.0
WPP_Low variant,2040-2044,F,80-84,35345.0
WPP_Low variant,2045-2049,F,80-84,42620.0
WPP_Low variant,2050-2054,F,80-84,52225.0
WPP_Low variant,2055-2059,F,80-84,64363.0
WPP_Low variant,2060-2064,F,80-84,78181.0
WPP_Low variant,2065-2069,F,80-84,96990.0
WPP_Low variant,2070-2074,F,80-84,117156.0
WPP_Low variant,2075-2079,F,80-84,135926.0
WPP_Low variant,2080-2084,F,80-84,157493.0
WPP_Low variant,2085-2089,F,80-84,181723.0
WPP_Low variant,2090-2094,F,80-84,198546.0
WPP_Low variant,2095-2099,F,80-84,206180.0
WPP_Medium variant,2020-2024,F,80-84,20444.0
WPP_Medium variant,2025-2029,F,80-84,24008.0
WPP_Medium variant,2030-2034,F,80-84,26470.0
WPP_Medium variant,2035-2039,F,80-84,29724.0
WPP_Medium variant,2040-2044,F,80-84,35345.0
WPP_Medium variant,2045-2049,F,80-84,42620.0
WPP_Medium variant,2050-2054,F,80-84,52225.0
WPP_Medium variant,2055-2059,F,80-84,64363.0
WPP_Medium variant,2060-2064,F,80-84,78181.0
WPP_Medium variant,2065-2069,F,80-84,96990.0
WPP_Medium variant,2070-2074,F,80-84,117156.0
WPP_Medium variant,2075-2079,F,80-84,135926.0
WPP_Medium variant,2080-2084,F,80-84,157493.0
WPP_Medium variant,2085-2089,F,80-84,181723.0
WPP_Medium variant,2090-2094,F,80-84,198546.0
WPP_Medium variant,2095-2099,F,80-84,206180.0
WPP_High variant,2020-2024,F,80-84,20469.0
WPP_High variant,2025-2029,F,80-84,24008.0
WPP_High variant,2030-2034,F,80-84,26470.0
WPP_High variant,2035-2039,F,80-84,29724.0
WPP_High variant,2040-2044,F,80-84,35345.0
WPP_High variant,2045-2049,F,80-84,42620.0
WPP_High variant,2050-2054,F,80-84,52225.0
WPP_High variant,2055-2059,F,80-84,64363.0
WPP_High variant,2060-2064,F,80-84,78181.0
WPP_High variant,2065-2069,F,80-84,96990.0
WPP_High variant,2070-2074,F,80-84,117156.0
WPP_High variant,2075-2079,F,80-84,135926.0
WPP_High variant,2080-2084,F,80-84,157493.0
WPP_High variant,2085-2089,F,80-84,181723.0
WPP_High variant,2090-2094,F,80-84,198546.0
WPP_High variant,2095-2099,F,80-84,206180.0
WPP_Estimates,1950-1954,M,85-89,894.0
WPP_Estimates,1955-1959,M,85-89,1328.0
WPP_Estimates,1960-1964,M,85-89,1739.0
WPP_Estimates,1965-1969,M,85-89,2093.0
WPP_Estimates,1970-1974,M,85-89,2374.0
WPP_Estimates,1975-1979,M,85-89,2636.0
WPP_Estimates,1980-1984,M,85-89,2869.0
WPP_Estimates,1985-1989,M,85-89,3479.0
WPP_Estimates,1990-1994,M,85-89,4400.0
WPP_Estimates,1995-1999,M,85-89,5289.0
WPP_Estimates,2000-2004,M,85-89,5740.0
WPP_Estimates,2005-2009,M,85-89,5219.0
WPP_Estimates,2010-2014,M,85-89,4502.0
WPP_Estimates,2015-2019,M,85-89,4802.0
WPP_Low variant,2020-2024,M,85-89,5876.0
WPP_Low variant,2025-2029,M,85-89,7188.0
WPP_Low variant,2030-2034,M,85-89,8924.0
WPP_Low variant,2035-2039,M,85-89,10530.0
WPP_Low variant,2040-2044,M,85-89,12626.0
WPP_Low variant,2045-2049,M,85-89,16018.999999999998
WPP_Low variant,2050-2054,M,85-89,21027.0
WPP_Low variant,2055-2059,M,85-89,28381.0
WPP_Low variant,2060-2064,M,85-89,38096.0
WPP_Low variant,2065-2069,M,85-89,49537.0
WPP_Low variant,2070-2074,M,85-89,65973.0
WPP_Low variant,2075-2079,M,85-89,86186.0
WPP_Low variant,2080-2084,M,85-89,109041.0
WPP_Low variant,2085-2089,M,85-89,137143.0
WPP_Low variant,2090-2094,M,85-89,170391.0
WPP_Low variant,2095-2099,M,85-89,199102.0
WPP_Medium variant,2020-2024,M,85-89,5883.0
WPP_Medium variant,2025-2029,M,85-89,7188.0
WPP_Medium variant,2030-2034,M,85-89,8924.0
WPP_Medium variant,2035-2039,M,85-89,10530.0
WPP_Medium variant,2040-2044,M,85-89,12626.0
WPP_Medium variant,2045-2049,M,85-89,16018.999999999998
WPP_Medium variant,2050-2054,M,85-89,21027.0
