Year,Facility_ID,Appt_Type,Usage
2020,85,TBNew,45.0
2020,86,TBNew,29.0
2020,87,TBNew,63.0
2020,89,TBNew,80.0
2020,90,TBNew,23.0
2020,91,TBNew,106.0
2020,93,TBNew,249.0
2020,94,TBNew,91.0
2020,95,TBNew,201.0
2020,97,TBNew,110.0
2020,98,TBNew,6.0
2020,99,TBNew,155.0
2020,101,TBNew,44.0
2020,103,TBNew,42.0
2020,104,TBNew,0.0
2020,105,TBNew,92.0
2020,106,TBNew,142.0
2020,109,TBNew,12.0
2020,110,TBNew,34.0
2020,111,TBNew,59.0
2020,113,TBNew,81.0
2020,115,TBNew,332.0
2020,116,TBNew,0.0
2020,117,TBNew,238.0
2020,118,TBNew,105.0
2020,119,TBNew,172.0
2020,121,TBNew,223.0
2020,122,TBNew,84.0
2020,128,TBNew,1238.0
2020,129,TBNew,356.0
2020,130,TBNew,77.0
2020,131,TBNew,0.0
2021,1,TBNew,272.0
2021,3,TBNew,59.0
2021,5,TBNew,795.0
2021,6,TBNew,149.0
2021,13,TBNew,241.0
2021,14,TBNew,241.0
2021,15,TBNew,178.0
2021,17,TBNew,95.0
2021,18,TBNew,97.0
2021,19,TBNew,171.0
2021,21,TBNew,21.0
2021,22,TBNew,5.0
2021,23,TBNew,99.0
2021,25,TBNew,225.0
2021,26,TBNew,96.0
2021,27,TBNew,169.0
2021,29,TBNew,79.0
2021,30,TBNew,102.0
2021,31,TBNew,53.0
2021,33,TBNew,40.0
2021,34,TBNew,55.0
2021,35,TBNew,110.0
2021,37,TBNew,77.0
2021,38,TBNew,41.0
2021,39,TBNew,123.0
2021,41,TBNew,3.0
2021,42,TBNew,8.0
2021,45,TBNew,890.0
2021,46,TBNew,1090.0
2021,47,TBNew,738.0
2021,53,TBNew,152.0
2021,55,TBNew,152.0
2021,57,TBNew,175.0
2021,58,TBNew,133.0
2021,59,TBNew,296.0
2021,61,TBNew,82.0
2021,62,TBNew,221.0
2021,63,TBNew,109.0
2021,65,TBNew,361.0
2021,66,TBNew,246.0
2021,67,TBNew,79.0
2021,69,TBNew,88.0
2021,71,TBNew,182.0
2021,73,TBNew,196.0
2021,74,TBNew,227.0
2021,75,TBNew,89.0
2021,81,TBNew,166.0
2021,83,TBNew,50.0
2021,85,TBNew,43.0
2021,86,TBNew,48.0
2021,87,TBNew,81.0
2021,89,TBNew,66.0
2021,90,TBNew,20.0
2021,91,TBNew,94.0
2021,93,TBNew,226.0
2021,94,TBNew,95.0
2021,95,TBNew,209.0
2021,97,TBNew,165.0
2021,98,TBNew,14.0
2021,99,TBNew,141.0
2021,101,TBNew,117.0
2021,103,TBNew,51.0
2021,104,TBNew,0.0
2021,105,TBNew,98.0
2021,106,TBNew,193.0
2021,109,TBNew,10.0
2021,110,TBNew,124.0
2021,111,TBNew,53.0
2021,113,TBNew,61.0
2021,115,TBNew,274.0
2021,116,TBNew,0.0
2021,117,TBNew,243.0
2021,118,TBNew,117.0
2021,119,TBNew,134.0
2021,121,TBNew,206.0
2021,122,TBNew,104.0
2021,128,TBNew,1054.0
2021,129,TBNew,257.0
2021,130,TBNew,0.0
2021,131,TBNew,0.0
